Name,Inventory Icon,Caption,Object Map Link,Element,Additional Element Attack Power (AOE),Additional Element Attack Power (Ranged),Additional Element Attack Power (Rod),Element Cooldown,Destroyed on Hit,Fusable,Fuse Attack Power (Sword),Fuse Attack Power (Large Sword),Fuse Attack Power (Spear),Fuse Attack Power (Arrow),Fuse Attack Power (Shield),Fuse Replace Properties,Fuse Cut or Blunt,Fuse Property 1,Fuse Property 2,Fuse Property 3,Fuse Property 4,Fuse Property 5,Fuse Property 6,Fuse Property 7,Hearts Recovered,Cooking Effect,Cooking Effect Level,Cooking Base Effect Duration,Cooking Effect Time Boost Duration,Cooking Effect Time Boost Success Rate,Sell Price,Buy Price (Rupees),Buy Price (Poes),Dye Color,Needed for Quests,Needed for Armor Upgrades,Scales To,Scale Up On Weapon When Points Total Is,Spawn Time,Despawn Time,Flame Guard Level,Flammable,Burns Out,Freezable,Conducts Electricity,Is Character,Wettability,Forest Dweller Cooldown (First Use),Forest Dweller Cooldown,Name (Japanese),Caption (Japanese),IsUsable,IsEditAttachParamForArrow,IsOverrideDamageAttribute,Cooking Tag 1,Cooking Tag 2,Cooking Tag 3,Cooking Tag (Custom),Cooking Tag (Custom) 2,ActorName,MaterialCategory,MaterialCategory Order,PouchSortKey,Compendium #,Inventory Order (By type)
Black Moblin Horn,,"A hefty horn with multiple tough barbs. 
Attach it to a weapon to greatly increase its
attack power, or cook it with a critter to make
an elixir.",Black Moblin Horn,-,-,-,-,,FALSE,TRUE,24,25,19,24,24,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Attack Power On Rock Type,-,-,-,-,-,-,-,00:40,-,15,60,-,Yellow,0,15,Silver Moblin Horn,4133,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,黒モリブリンの角,"岩のように硬い突起が複数生えた角
重量があり 武器に付けると攻撃力がかなり上がる
煎じて虫と煮込めば 薬の材料としても使える",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_91,EnemyHammer,15,270,281,191
Silver Moblin Horn,,"A nasty-looking, rock-hard horn. Attach it to
a weapon to vastly increase its attack power,
or cook it with a critter to make an elixir.",-,-,-,-,-,,FALSE,TRUE,33,34,25,33,33,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Attack Power On Rock Type,-,-,-,-,-,-,-,00:40,-,30,120,-,White,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白銀モリブリンの角,"らせん状にねじれた禍々しい角 岩以上の
硬さを誇り 武器に付けると攻撃力がすごく上がる
虫と一緒に煮込んで 薬の材料とする事もできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_92,EnemyHammer,15,265,282,192
Horriblin Horn,,"An elongated hammer-shaped horn with a
hard, flat front. Attach to a weapon to
increase attack power, or cook it with a critter
to make an elixir.",-,-,-,-,-,,FALSE,TRUE,5,5,4,5,5,TRUE,Blunt,Extra Attack Power On Rock Type,More Shield Surfing Friction,Not Torch,Shield Bash Attack,-,-,-,-,-,-,-,00:40,-,4,16,-,Light Yellow,0,15,Blue Horriblin Horn,1333,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ホラブリンの角,"前後に伸びたハンマー状の角 前面が最も硬く
武器に付けると攻撃力が上がる
虫と一緒に煮込めば 薬の材料にする事もできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_100,EnemyHammer,15,260,290,193
Blue Horriblin Horn,,"A hammer-shaped horn with spiky bumps.
Attach it to a weapon to moderately increase
its attack power, or cook it with a critter to
make an elixir.",-,-,-,-,-,,FALSE,TRUE,11,11,9,11,11,TRUE,Blunt,Extra Attack Power On Rock Type,More Shield Surfing Friction,Not Torch,Shield Bash Attack,-,-,-,-,-,-,-,00:40,-,9,36,-,Gray,0,15,Black Horriblin Horn,2266,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,青ホラブリンの角,"成長してトゲが生えたハンマー状の角
武器に付けると攻撃力がそこそこ上がる
また 虫と煮込めば 薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_101,EnemyHammer,15,255,291,194
Black Horriblin Horn,,"This large, heavy horn has slowly grown into
its present hammer-like shape. Attach it to a
weapon to greatly increase its attack power,
or cook it with a critter to make an elixir.",-,-,-,-,-,,FALSE,TRUE,22,23,17,22,22,TRUE,Blunt,Extra Attack Power On Rock Type,More Shield Surfing Friction,Not Torch,Shield Bash Attack,-,-,-,-,-,-,-,00:40,-,15,60,-,Brown,0,15,Silver Horriblin Horn,3866,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,黒ホラブリンの角,"時間をかけて大きく重く育った ハンマー状の角
武器に付けると攻撃力がかなり上がる
虫と一緒に煮込めば 薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_102,EnemyHammer,15,250,292,195
Silver Horriblin Horn,,"A curved horn with an extremely hard tip.
Attach it to a weapon to vastly increase its
attack power, or cook it with a critter to
make an elixir.",-,-,-,-,-,,FALSE,TRUE,32,33,25,32,32,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Attack Power On Rock Type,-,-,-,-,-,-,-,00:40,-,30,120,-,Purple,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白銀ホラブリンの角,"先端が非常に硬い 前後に湾曲した形状の角
武器に付けると攻撃力がすごく上がる
煎じて虫と煮込めば 薬の材料にする事もできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_103,EnemyHammer,15,245,293,196
Lynel Hoof,,"This rare ingredient can be obtained only from
a Lynel. It's very heavy and can be brewed
with a critter for an elixir. Attached to an
arrow, it increases the arrow's attack power.",-,-,-,-,-,,FALSE,TRUE,10,10,8,20,10,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Attack Power On Rock Type,Shield Bash Attack,-,-,-,-,-,-,-,01:20,10%,50,200,-,Black,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ライネルのひづめ,"ライネルの足からのみ獲る事ができる 珍しい素材
ずっしりと重く 矢じりとしての攻撃力が高い
また 虫と煮込んで薬の材料にする事もできる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_13,EnemyHammer,15,240,-,197
Lynel Mace Horn,,"A hard, curved Lynel horn. It isn't fully grown,
but it can be attached to a weapon to
increase its attack power, or cooked with a
critter to make an elixir.",Lynel Mace Horn,-,-,-,-,,FALSE,TRUE,18,18,14,18,18,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Attack Power On Rock Type,Shield Bash Attack,-,-,-,-,-,-,-,00:40,-,40,160,-,Brown,0,6,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ライネルの砕角,"ライネルの双角の片方 爪のように生えた突起は
かなりの硬さで 武器に付けると攻撃力が上がり
虫と煮込めば薬の材料にする事もできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_215,EnemyHammer,15,235,295,198
Blue-Maned Lynel Mace Horn,,"Its ends are split apart, but this horn from
a Blue-Maned Lynel is solid. Attach it to a
weapon to moderately increase its attack
power, or brew it into an elixir.",-,-,-,-,-,,FALSE,TRUE,29,30,22,29,29,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Attack Power On Rock Type,-,-,-,-,-,-,-,00:40,-,70,280,-,Gray,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,青髪ライネルの砕角,"青髪のライネルの双角の片方 枝分かれした先端は
岩のような硬さで 武器に付けると攻撃力が
そこそこ上がる また 薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_216,EnemyHammer,15,230,297,199
White-Maned Lynel Mace Horn,,"The claw-like ends of this White-Maned Lynel
horn are all extremely hard. Attach to a
weapon to greatly increase its attack power,
or cook it with a critter to make an elixir.",-,-,-,-,-,,FALSE,TRUE,40,42,31,40,40,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Attack Power On Rock Type,-,-,-,-,-,-,-,00:40,-,90,360,-,Brown,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白髪ライネルの砕角,"白髪のライネルの双角の片方 爪のような形状の
先端部分は非常に硬く 武器に付けると攻撃力が
かなり上がる 虫と一緒に煮込めば薬にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_217,EnemyHammer,15,225,299,200
Silver Lynel Mace Horn,,"This wickedly barbed Silver Lynel horn is as
hard as a diamond. Attach to a weapon to
vastly increase its attack power. It's also a
precious elixir ingredient.",-,-,-,-,-,,FALSE,TRUE,51,53,39,51,51,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Attack Power On Rock Type,-,-,-,-,-,-,-,00:40,-,150,600,-,Black,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白銀ライネルの砕角,"白銀のライネルの双角の片方 ダイヤモンド並の
硬度を誇り 武器に付けると攻撃力がすごく上がる
薬の材料としても非常に貴重",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_218,EnemyHammer,15,220,301,201
Hinox Horn,,"A horn wrapped in spiked wood. Attach it to
a weapon to increase attack power, or cook
it with a critter to make an elixir.",Hinox Horn,-,-,-,-,,FALSE,TRUE,12,12,10,12,12,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Attack Power On Rock Type,Shield Bash Attack,-,-,-,-,-,-,-,00:40,-,15,60,-,Brown,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ヒノックスの角,"周囲を トゲ付き板で覆った角
武器に付けると攻撃力が上がる
角本体を 虫と煮込めば 薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_142,EnemyHammer,15,215,310,202
Blue Hinox Horn,,"This mean-looking horn is wrapped in hard
chains. Attach it to a weapon to moderately
increase attack power, or cook it with a
critter to make an elixir.",Blue Hinox Horn,-,-,-,-,,FALSE,TRUE,19,20,15,19,19,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Attack Power On Rock Type,Shield Bash Attack,-,-,-,-,-,-,-,00:40,-,35,140,-,Black,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,青ヒノックスの角,"硬い鎖を巻き付けた 禍々しい角
武器に付けると 攻撃力がそこそこ上がり
また 虫と煮込んで 薬の材料にする事もできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_143,EnemyHammer,15,210,311,203
Black Hinox Horn,,"A horn wrapped in dangerous debris. It's easy
to work with and greatly increases the attack
power of a weapon when attached. Cook it
with a critter to make an elixir.",-,-,-,-,-,,FALSE,TRUE,27,28,21,27,27,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Attack Power On Rock Type,-,-,-,-,-,-,-,00:40,-,60,240,-,Gray,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,黒ヒノックスの角,"潰した廃材を硬く巻き付けた角 武器に付けた時
振り回しやすい形状で 攻撃力がかなり上がる
また 虫と煮込めば 薬の材料にする事もできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_144,EnemyHammer,15,205,312,204
Stalnox Horn,,"The impaled skulls should serve as a warning.
But if you do obtain one, attach it to a
weapon to vastly increase its attack power, or
cook it with a critter to make an elixir.",-,-,-,-,-,,FALSE,TRUE,29,30,22,29,29,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Attack Power On Rock Type,Bone,-,-,-,-,-,-,00:40,-,15,60,-,Brown,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,スタルヒノックスの角,"不気味な骨が突き刺さった トゲトゲが痛そうな角
武器に付けると攻撃力がすごく上がる
虫と煮込んで 薬の材料に使う事もできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_208,EnemyHammer,15,200,313,205
Molduga Jaw,,"A hard jawbone. Its shape allows a Molduga
some maneuverability in the sand. Attach it to
a weapon to greatly increase its attack power.
Cook it with a critter to make an elixir.",-,-,-,-,-,,FALSE,TRUE,32,33,25,32,32,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Attack Power On Rock Type,Shield Bash Attack,Bone,-,-,-,-,-,-,01:20,10%,30,120,-,Brown,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,モルドラジークのアゴ骨,"砂をかき分けて進む際 役に立つ大きく堅牢な骨
非常に硬く武器に付けると攻撃力が かなり上がり
煎じて虫と煮込めば薬にもなる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_210,EnemyHammer,15,195,314,206
Frox Fang,,"A giant, ore-crunching Frox fang. Attach it to
a weapon to moderately increase its attack
power, or cook it with a critter to make an
elixir.",-,-,-,-,-,,FALSE,TRUE,14,14,11,14,14,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Attack Power On Rock Type,Shield Bash Attack,-,-,-,-,-,-,-,00:40,-,40,160,-,Light Yellow,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,デグガーマの大牙,"鉱石を削るために用いる 巨大な牙
武器に付けると攻撃力がそこそこ上がる 
虫と煮込む事で 薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_186,EnemyHammer,15,190,318,207
Obsidian Frox Fang,,"A giant fang for excavating and crushing ores.
Attach it to a weapon to greatly increase its
attack power, or cook it with a critter to make
an elixir.",-,-,-,-,-,,FALSE,TRUE,24,25,19,24,24,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Attack Power On Rock Type,Shield Bash Attack,-,-,-,-,-,-,-,00:40,-,40,160,-,Brown,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,黒曜デグガーマの大牙,"鉱石に打ち付けて粉砕するための 巨大な牙
武器に付けると攻撃力がかなり上がる
煎じて虫と煮込めば 薬を作る事ができる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_187,EnemyHammer,15,185,319,208
Blue-White Frox Fang,,"A giant fang that can easily dig through solid
bedrock. Attach it to a weapon to vastly
increase its attack power, or cook it with a
critter to make an elixir.",-,-,-,-,-,,FALSE,TRUE,35,36,27,35,35,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Attack Power On Rock Type,Shield Bash Attack,-,-,-,-,-,-,-,00:40,-,40,160,-,Peach,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白蒼デグガーマの大牙,"硬い岩盤をものともせず掘り進むための 巨大な牙
武器に付けると攻撃力がすごく上がる
虫と一緒に煮込めば 薬の材料にする事もできる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_188,EnemyHammer,15,180,320,209
Shard of Dinraal's Spike,,"An incredibly hard stone mined from a spike
on Dinraal's back. It is very destructive when
fused to a weapon, and it also imbues that
weapon with the power of flame.",Shard of Dinraal's Spike,Fire,20,-,-,,FALSE,TRUE,16,16,13,16,16,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Fire Attack Power,Fire Burst,Warm,Shield Bash Attack,Extra Attack Power On Rock Type,-,-,-,-,01:20,10%,30,120,-,Crimson,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,オルドラの龍岩石,"オルドラの背中から採れる 非常に硬い岩石
武器に付けると 多くの物を砕く事ができ
同時に炎を発生させる性質がある",FALSE,TRUE,FALSE,CookLowPrice,CookSpice,-,-,-,Item_Enemy_228,EnemyHammer,15,175,322,210
Shard of Naydra's Spike,,"An incredibly hard stone mined from a spike
on Naydra's back. It is very destructive when
fused to a weapon, and it also imbues that
weapon with the power of ice.",-,Ice,20,-,-,,FALSE,TRUE,16,16,13,16,16,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Ice Attack Power,Ice Burst,Cold,Shield Bash Attack,Extra Attack Power On Rock Type,-,-,-,-,01:20,10%,30,120,-,Light Blue,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ネルドラの龍岩石,"ネルドラの背中から採れる 非常に硬い岩石
武器に付けると 多くの物を砕く事ができ
同時に氷を発生させる性質がある",FALSE,TRUE,FALSE,CookLowPrice,CookSpice,-,-,-,Item_Enemy_229,EnemyHammer,15,170,324,211
Shard of Farosh's Spike,,"An incredibly hard stone mined from a spike
on Farosh's back. It is very destructive when
fused to a weapon, and it also imbues that
weapon with the power to shock.",-,Electric,20,-,-,,FALSE,TRUE,16,16,13,16,16,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Electric Attack Power,Electric Burst,Shield Bash Attack,Extra Attack Power On Rock Type,-,-,-,-,-,01:20,10%,30,120,-,Light Yellow,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,フロドラの龍岩石,"フロドラの背中から採れる 非常に硬い岩石
武器に付けると 多くの物を砕く事ができ
同時に電気を発生させる性質がある",FALSE,TRUE,FALSE,CookLowPrice,CookSpice,-,-,-,Item_Enemy_230,EnemyHammer,15,165,326,212
Shard of Light Dragon's Spike,,"An incredibly hard stone mined from a spike
on the Light Dragon's back. It is very
destructive when fused to a weapon, and it
also imbues that weapon with healing power.",-,-,-,-,-,,FALSE,TRUE,12,12,10,12,12,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Attacks Heal,Extra Attack Power On Rock Type,Shield Bash Attack,-,-,-,-,-,-,01:20,10%,30,120,-,White,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白龍の龍岩石,"白龍の背中から採れる 非常に硬い岩石
武器に付けると 多くの物を砕く事ができ
同時に使用者を癒す 不思議な性質がある",FALSE,TRUE,FALSE,CookLowPrice,CookSpice,-,-,-,Item_Enemy_231,EnemyHammer,15,160,328,213
Lizalfos Tail,,"A highly flexible, stretchable tail. Fuse it with a
weapon to add a lashing, whiplike quality to
attacks.",Lizalfos Tail,-,-,-,-,,FALSE,TRUE,6,6,5,6,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Expand Hitbox (Large),-,-,-,-,-,-,-,-,02:40,30%,18,72,-,Green,0,18,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,リザルフォスのしっぽ,"しなやかで伸縮性が高いしっぽ
振り回すと 勢いに応じて伸び縮みするため
武器に付けて その長さを活かした攻撃ができる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_05,EnemyWhip,16,,-,214
Blue Lizalfos Tail,,"A highly flexible, stretchable tail. Fuse it with a
weapon to add a lashing, whiplike quality to
attacks, or cook it with a critter to make an
elixir.",-,-,-,-,-,,FALSE,TRUE,16,16,13,16,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Expand Hitbox (Large),-,-,-,-,-,-,-,-,02:40,30%,20,80,-,Blue,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,青リザルフォスのしっぽ,"振り回すと伸び縮みする ウロコ状のしっぽ
武器に付けると その長さを活かした攻撃ができる
また 虫と煮込んで 薬の材料としても使える",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_114,EnemyWhip,16,,-,215
Black Lizalfos Tail,,"A highly flexible, stretchable tail. Fuse it with a
weapon to add a lashing, whiplike quality to
attacks, or cook it with a critter to make an
elixir.",-,-,-,-,-,,FALSE,TRUE,24,25,19,24,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Expand Hitbox (Large),-,-,-,-,-,-,-,-,02:40,30%,22,88,-,Black,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,黒リザルフォスのしっぽ,"分厚い皮に覆われたしっぽ 伸縮性は十分で
武器に付けて振り回すと 伸び縮みを活かして
攻撃できる また 煮込めば薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_115,EnemyWhip,16,,-,216
Silver Lizalfos Tail,,"A tough, flexible, stretchable tail. Fuse it with
a weapon to add a lashing, whiplike quality to
attacks.",-,-,-,-,-,,FALSE,TRUE,31,32,24,31,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Expand Hitbox (Large),-,-,-,-,-,-,-,-,02:40,30%,24,96,-,White,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白銀リザルフォスのしっぽ,"分厚い装甲のような皮に覆われたしっぽ
厚くても しなやかさや丈夫さは一級品
武器に付けて伸び縮みを生かした攻撃ができる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_116,EnemyWhip,16,,-,217
Fire-Breath Lizalfos Tail,,"A tail that has stored up some heat from a
scorching-hot environment. Fuse it with a
weapon to add a lashing, whiplike quality to
attacks, or cook it into an elixir.",-,Fire,20,-,-,,FALSE,TRUE,10,10,8,10,10,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Expand Hitbox (Large),Extra Fire Attack Power,Warm,Shield Bash Attack,Fire Burst,-,-,-,-,02:40,30%,22,88,-,Red,0,48,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,火吹きリザルフォスのしっぽ,"灼熱の環境で 内部に熱を蓄え続けた尻尾
武器に付けると 伸び縮みして長さを活かした
攻撃ができる また 煮込めば薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_41,EnemyWhip,16,,-,218
Ice-Breath Lizalfos Tail,,"A tail that's been exposed to the cold in an
extremely frigid environment. Fuse it with a
weapon to add a lashing, whiplike quality to
attacks, or cook it into an elixir.",Ice-Breath Lizalfos Tail,Ice,20,-,-,,FALSE,TRUE,10,10,8,10,10,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Expand Hitbox (Large),Extra Ice Attack Power,Cold,Shield Bash Attack,Ice Burst,-,-,-,-,02:40,30%,22,88,-,Blue,0,54,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,雹吐きリザルフォスのしっぽ,"極寒の地で 冷気に晒され続けた尻尾
伸縮性が高く 武器に付けて その長さを活かした
攻撃ができる また 煮込めば薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_42,EnemyWhip,16,,-,219
Electric Lizalfos Tail,,"A tail that's been exposed to electricity.
Fuse it with a weapon to add a lashing,
whiplike quality to attacks, or cook it with
a critter to make an elixir.",-,Electric,20,-,-,,FALSE,TRUE,10,10,8,10,10,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Expand Hitbox (Large),Extra Electric Attack Power,Shield Bash Attack,Electric Burst,-,-,-,-,-,02:40,30%,22,88,-,Yellow,0,54,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,シビレリザルフォスのしっぽ,"長期間電気に晒され帯電した尻尾
長く伸びるので 武器に付けて少し離れた場所に
攻撃できる また 虫と煮込めば 薬の材料にもなる",FALSE,FALSE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_43,EnemyWhip,16,,-,220
Gibdo Bone,,"A creepy bone with multiple sharp tips. Attach
it to a weapon to greatly increase its attack
power. It tends to break easily due to its odd
shape.",Gibdo Bone,-,-,-,-,,TRUE,TRUE,40,42,31,40,40,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,No Shield Surf Stagger When Burst,Bone,-,-,-,-,-,-,00:40,-,3,10,-,Gray,0,50,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ギブドの骨,"鋭い突起が複数ある 不気味な骨
武器に付けると攻撃力がかなり上がるが
不安定な形状のため すぐ壊れてしまう",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_69,EnemyBlunt,17,150,270,221
Octorok Tentacle,,"This can only be obtained from an Octorok-
type enemy. It's too acidic for cooking, but
it's highly valued as an ingredient for elixirs.",-,-,-,-,-,,FALSE,TRUE,3,3,3,3,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,01:20,10%,10,40,-,Light Blue,0,5,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,オクタの足,"オクタ族から獲る事ができる素材
身は酸味がとても強く 食用には向かないが
薬の材料としては 重宝されている",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_20,EnemyBlunt,17,145,-,222
Bokoblin Fang,,"It's worn down and not very sharp, but it's
still pretty hard. Cook it with a critter to make
an elixir, or attach it to an arrow to increase
its attack power.",-,-,-,-,-,,FALSE,TRUE,2,2,2,4,-,FALSE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,01:20,10%,8,32,-,Light Yellow,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ボコブリンの牙,"すり減っていて鋭さはない牙 硬くて軽いので 
矢じりに使うと 普段より攻撃力が上がる
また 虫と煮込む事で薬の材料として使える",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_01,EnemyBlunt,17,140,-,223
Moblin Fang,,"A hard, sharp fang obtained from a Moblin.
Stew it with a critter to make an elixir, or
attach it to an arrow to increase its attack
power.",-,-,-,-,-,,FALSE,TRUE,4,4,4,8,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,01:20,10%,12,45,-,Gray,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,モリブリンの牙,"モリブリンの鋭い牙 硬くて加工には向かないが
矢じりにすれば 通常より高い攻撃力を発揮する
また 虫と一緒に煮込めば 薬の材料として使える",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_07,EnemyBlunt,17,135,-,224
Boss Bokoblin Fang,,"A large fang dropped by a Boss Bokoblin.
Attach it to an arrow to increase attack
power, or stew it with a critter to make an
elixir.",-,-,-,-,-,,FALSE,TRUE,6,6,5,12,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,01:20,10%,15,60,-,White,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ボスボコブリンの牙,"ボスボコブリンが落とした大きな牙
矢じりに使うと 普段より攻撃力が上がる
また 虫と煮込む事で薬を作る事ができる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_135,EnemyBlunt,17,130,-,225
Hinox Tooth,,"This Hinox tooth is almost unbelievably big.
Attach it to an arrowhead to increase its
attack power, or brew it into an elixir.",-,-,-,-,-,,FALSE,TRUE,8,8,7,16,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,01:20,10%,35,140,-,Brown,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ヒノックスの牙,"ヒノックスから獲る事が出来る素材
歯とは思えないほど巨大で硬く 矢じりに使うと
普段より攻撃力が上がり 煮込めば薬の材料になる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_33,EnemyBlunt,17,125,-,226
